pdf_path,class_num,class_num,chapter
../DataSet/Class_10/Science/chapter_5.pdf,10,Science,Life Processes
../DataSet/Class_10/Science/chapter_6.pdf,10,Science,Control and Coordination
../DataSet/Class_10/Science/chapter_7.pdf,10,Science,How do Organisms Reproduce
../DataSet/Class_10/Science/chapter_8.pdf,10,Science,Heredity
../DataSet/Class_10/Science/chapter_9.pdf,10,Science,Light - Reflection and Refraction
../DataSet/Class_10/Science/chapter_10.pdf,10,Science,The Human Eye and the colourful World
../DataSet/Class_10/Science/chapter_11.pdf,10,Science,Electricity
../DataSet/Class_10/Science/chapter_12.pdf,10,Science,Magnetic Effects of Electric current
../DataSet/Class_10/Science/chapter_13.pdf,10,Science,Our Environment
